,ID,BRAND,recency,frequency,tenure
12554,153QJOS151,CineQuest,29,1,58
12555,153QTIB650,Pulse,5,2,162
12556,153QWTI519,LimeLight,1,1,96
12557,153RLCF118,Pulse,35,2,142
12558,153SBIN902,Adrenaline,177,1,177
12559,153SBIN902,Pulse,5,1,5
12560,153TIZX589,LimeLight,174,0,174
12561,153TOLP825,TimeCapsule TV,35,0,35
12562,153UNDT921,DarkMatter,49,1,150
12563,153VPQV888,SilverScreen Classics,173,0,173
12564,153VPQV888,TimeCapsule TV,157,1,175
12565,153VRQH052,LimeLight,8,1,8
12566,153WIOO785,SilverScreen Classics,87,1,87
12567,153WOPQ144,RetroReel,74,0,74
12568,153WUNV292,CineQuest,131,1,131
12569,153WUNV292,Pulse,86,1,159
12570,153XUOL102,LimeLight,35,1,35
12571,153YGQA686,CineQuest,32,0,32
12572,153YTTS296,LimeLight,4,2,69
12573,153ZZJS902,TimeCapsule TV,87,1,94
12574,154AHOI785,SilverScreen Classics,55,0,55
12575,154AHOI785,TimeCapsule TV,21,1,21
12576,154AKTR894,ChillStream,49,0,49
12577,154BCUT263,PopCulture Now,83,0,83
12578,154BWCT042,SilverScreen Classics,159,1,159
12579,154BWCT042,TimeCapsule TV,76,1,76
12580,154CTFR795,TasteMakers,103,1,103
12581,154DRKM440,Adrenaline,129,1,129
12582,154DTPS244,Adrenaline,170,0,170
12583,154DTPS244,DarkMatter,159,1,159
12584,154EUVB477,RetroReel,46,1,110
12585,154FTVG292,RetroReel,91,2,109
12586,154GFZV046,PopCulture Now,88,0,88
12587,154GOEV518,TasteMakers,18,1,18
12588,154HPNS272,LimeLight,122,1,122
12589,154HYNN106,CineQuest,85,2,159
12590,154ICNS848,SilverScreen Classics,164,0,164
12591,154ICNS848,TimeCapsule TV,114,1,114
12592,154JEES818,LimeLight,46,2,88
12593,154JJQG659,Pulse,53,0,53
12594,154JLGG035,ChillStream,67,1,139
12595,154JLGG035,LimeLight,22,1,108
12596,154JUOX507,DarkMatter,121,1,121
12597,154JWEA532,SilverScreen Classics,2,1,2
12598,154JWEA532,TimeCapsule TV,50,0,50
12599,154KAKN193,DarkMatter,75,1,75
12600,154KARJ974,CineQuest,91,0,91
12601,154KARJ974,LimeLight,91,1,134
12602,154KBCA995,Pulse,12,1,12
12603,154KDPH931,LimeLight,108,0,108
12604,154KDPH931,RetroReel,8,1,8
12605,154KEXP154,Pulse,4,2,164
12606,154LASD972,LimeLight,30,1,159
12607,154LDXE792,Adrenaline,173,0,173
12608,154LDXE792,DarkMatter,121,0,121
12609,154LZFT720,DesignLab,63,0,63
12610,154LZFT720,PopCulture Now,54,1,180
12611,154LZFT720,TasteMakers,82,1,82
12612,154MOLB156,TimeCapsule TV,71,1,71
12613,154NLFS520,Pulse,37,1,116
12614,154NNCZ419,LimeLight,90,3,155
12615,154OILQ970,SilverScreen Classics,55,2,71
12616,154ONLX670,CineQuest,17,0,17
12617,154ONLX670,DesignLab,152,0,152
12618,154ONLX670,LimeLight,39,1,39
12619,154ONLX670,PopCulture Now,121,0,121
12620,154ONLX670,TasteMakers,158,1,158
12621,154PMRH165,RetroReel,45,2,150
12622,154PNAI418,Adrenaline,36,0,36
12623,154PNAI418,DarkMatter,72,1,77
12624,154PTVP973,ChillStream,44,1,44
12625,154PUZQ595,DesignLab,79,1,79
12626,154PUZQ595,LimeLight,173,0,173
12627,154PZXG262,Adrenaline,68,0,68
12628,154PZXG262,DarkMatter,20,1,20
12629,154QCFS920,CineQuest,37,1,83
12630,154QKGD194,LimeLight,135,1,135
12631,154QKGD194,RetroReel,169,1,169
12632,154QQFK337,DarkMatter,91,0,91
12633,154QVAU205,CineQuest,75,1,75
12634,154RWGM193,DesignLab,33,1,33
12635,154RWGM193,TasteMakers,39,2,56
12636,154SCEP164,PopCulture Now,81,1,81
12637,154SJXS699,RetroReel,128,1,128
12638,154TBUH457,CineQuest,18,2,118
12639,154TCWE089,Adrenaline,98,1,98
12640,154TCWE089,DarkMatter,81,1,81
12641,154TVUA468,CineQuest,9,1,9
12642,154UOQW511,RetroReel,145,1,145
12643,154UOQW511,SilverScreen Classics,10,1,99
12644,154UOQW511,TimeCapsule TV,39,0,39
12645,154UQNA229,RetroReel,117,0,117
12646,154USAG582,Adrenaline,33,0,33
12647,154USAG582,DarkMatter,34,1,34
12648,154VJTH242,TasteMakers,115,1,115
12649,154WBYY966,LimeLight,169,1,169
12650,154WUDP267,Pulse,55,3,160
12651,154WYBO022,RetroReel,79,1,79
12652,154WZTY728,ChillStream,14,2,174
12653,154WZTY728,TasteMakers,93,1,93
12654,154XRZN453,LimeLight,78,2,156
12655,154XRZN453,RetroReel,98,0,98
12656,154XRZN453,TimeCapsule TV,52,0,52
12657,154XZGW549,CineQuest,80,1,80
12658,154ZEPD276,DesignLab,91,0,91
12659,155ABWK365,SilverScreen Classics,71,1,71
12660,155ABWK365,TimeCapsule TV,49,1,49
12661,155AIZR306,LimeLight,17,3,89
12662,155AOJI744,Adrenaline,140,1,140
12663,155AOJI744,DarkMatter,52,1,52
12664,155AOJI744,Pulse,3,1,147
12665,155ASBR868,CineQuest,76,3,119
12666,155BLAA608,Pulse,48,1,130
12667,155BOBW900,DesignLab,61,1,61
12668,155BVYT491,SilverScreen Classics,174,0,174
12669,155CPHN108,CineQuest,145,0,145
12670,155DMFA362,DarkMatter,63,1,130
12671,155DWPS851,LimeLight,124,1,124
12672,155DXDC671,PopCulture Now,93,0,93
12673,155EPWT348,RetroReel,85,0,85
12674,155EYCP811,CineQuest,31,1,85
12675,155FBCV494,DesignLab,14,1,14
12676,155FBCV494,LimeLight,59,2,73
12677,155FBCV494,PopCulture Now,76,1,76
12678,155FOXW439,ChillStream,133,0,133
12679,155FOXW439,DesignLab,34,0,34
12680,155FOXW439,LimeLight,20,1,156
12681,155FOXW439,TasteMakers,68,1,68
12682,155GFCQ509,Pulse,116,1,120
12683,155GRXI416,LimeLight,9,1,79
12684,155GRXI416,Pulse,9,1,9
12685,155GUVU305,LimeLight,83,1,83
12686,155GYCN202,RetroReel,151,2,170
12687,155HEOP947,CineQuest,103,1,128
12688,155HKMS178,SilverScreen Classics,42,1,42
12689,155HMFB358,CineQuest,141,1,179
12690,155HMFB358,LimeLight,137,0,137
12691,155IVJD139,CineQuest,63,1,151
12692,155JBQV506,LimeLight,7,2,63
12693,155JBQV506,PopCulture Now,18,0,18
12694,155JCFV029,LimeLight,41,1,110
12695,155JOAI120,CineQuest,50,1,50
12696,155KCOS220,TimeCapsule TV,82,0,82
12697,155KYCU661,ChillStream,129,1,129
12698,155LCIS778,ChillStream,12,1,12
12699,155LCIS778,Pulse,138,0,138
12700,155LTRR612,ChillStream,15,2,103
12701,155MJYH077,Adrenaline,180,1,180
12702,155MJYH077,DarkMatter,5,1,5
12703,155MYEA480,Pulse,15,1,15
12704,155NVVW877,TasteMakers,55,0,55
12705,155PAWA002,DarkMatter,174,1,174
12706,155PKMW953,SilverScreen Classics,104,0,104
12707,155PYSN283,TasteMakers,105,1,105
12708,155RNVP436,Adrenaline,79,1,79
12709,155RNVP436,DarkMatter,58,0,58
12710,155RXGH690,SilverScreen Classics,45,1,45
12711,155RXGH690,TimeCapsule TV,58,1,134
12712,155SQGS487,LimeLight,153,1,179
12713,155TABE085,ChillStream,29,1,29
12714,155TCDL156,DesignLab,101,0,101
12715,155TEAX268,LimeLight,91,1,91
12716,155TIZJ572,SilverScreen Classics,52,1,52
12717,155TIZJ572,TimeCapsule TV,9,1,97
12718,155TLTH999,ChillStream,75,1,96
12719,155TXCA217,Adrenaline,24,1,24
12720,155TXCA217,DarkMatter,6,0,6
12721,155UFBD640,LimeLight,39,1,39
12722,155VBPY653,Pulse,11,1,11
12723,155VNAL614,TasteMakers,25,0,25
12724,155VQTI550,DesignLab,57,1,57
12725,155VQTI550,LimeLight,164,1,164
12726,155VRDJ755,DesignLab,25,1,25
12727,155XGRM144,LimeLight,70,3,142
12728,155YPYB716,PopCulture Now,167,0,167
12729,155YPYB716,TasteMakers,72,0,72
12730,155YYPV482,CineQuest,62,1,62
12731,155ZVCX782,Adrenaline,126,1,126
12732,155ZVCX782,DarkMatter,34,1,34
12733,156ACKD529,ChillStream,61,2,94
12734,156ACKD529,RetroReel,73,1,73
12735,156ALLC638,SilverScreen Classics,76,1,76
12736,156BJIQ668,RetroReel,70,1,70
12737,156BJIQ668,TimeCapsule TV,89,1,152
12738,156BKBF838,SilverScreen Classics,15,1,15
12739,156BKBF838,TimeCapsule TV,131,1,131
12740,156BSOF751,TasteMakers,129,1,129
12741,156CEHY180,LimeLight,50,0,50
12742,156CNZR246,SilverScreen Classics,43,1,77
12743,156CWGU410,LimeLight,77,1,151
12744,156DHHQ633,LimeLight,104,1,165
12745,156DHHQ633,RetroReel,177,1,177
12746,156DSIA706,RetroReel,114,1,161
12747,156DZJG483,LimeLight,25,1,75
12748,156EAOH157,TasteMakers,142,0,142
12749,156EKJO688,SilverScreen Classics,170,0,170
12750,156ETRG082,TimeCapsule TV,154,1,154
12751,156EZKY269,SilverScreen Classics,31,2,77
12752,156EZKY269,TimeCapsule TV,120,1,120
12753,156FDJX189,DarkMatter,95,1,95
12754,156FGSF832,LimeLight,158,0,158
12755,156FWXU660,SilverScreen Classics,134,1,134
12756,156GJSG182,RetroReel,168,1,168
12757,156GJSG182,SilverScreen Classics,166,0,166
12758,156GJSG182,TimeCapsule TV,157,0,157
12759,156GKKW418,PopCulture Now,125,1,125
12760,156GKKW418,TasteMakers,21,1,21
12761,156HBIR671,PopCulture Now,30,0,30
12762,156HHPY163,LimeLight,169,0,169
12763,156HJLU586,ChillStream,95,1,95
12764,156HJLU586,LimeLight,1,1,22
12765,156HJSJ145,LimeLight,35,1,35
12766,156HOEE861,DesignLab,175,1,175
12767,156HPJB471,PopCulture Now,167,0,167
12768,156HPJB471,TasteMakers,76,1,76
12769,156HUYB555,LimeLight,98,2,119
12770,156HUYB555,RetroReel,144,1,162
12771,156IFFM926,DarkMatter,40,1,40
12772,156IIFQ213,LimeLight,114,2,168
12773,156IPAA580,CineQuest,108,1,108
12774,156JCJK037,SilverScreen Classics,57,0,57
12775,156JMBH062,DesignLab,10,1,112
12776,156JMBH062,LimeLight,119,0,119
12777,156JQVF707,CineQuest,4,2,156
12778,156KCWU678,DesignLab,158,1,158
12779,156KPPT929,LimeLight,39,1,39
12780,156KTFR340,CineQuest,36,1,36
12781,156KTFR340,Pulse,70,0,70
12782,156KXIM814,DarkMatter,25,1,25
12783,156LHWE071,LimeLight,7,1,7
12784,156LHWE071,RetroReel,112,2,152
12785,156LLJZ032,CineQuest,7,1,7
12786,156MEQV803,SilverScreen Classics,92,1,92
12787,156MQOE304,DesignLab,168,0,168
12788,156MQOE304,PopCulture Now,6,1,81
12789,156MSWV286,LimeLight,38,2,176
12790,156MSWV286,PopCulture Now,169,1,169
12791,156OOOS469,DesignLab,89,0,89
12792,156PVDY398,LimeLight,103,2,145
12793,156PWSO302,LimeLight,71,1,71
12794,156QBNY748,CineQuest,23,1,23
12795,156QBNY748,DesignLab,29,1,152
12796,156QBNY748,LimeLight,76,1,99
12797,156QGXR882,SilverScreen Classics,144,0,144
12798,156RRQP367,DesignLab,35,1,90
12799,156RTUL321,DesignLab,138,0,138
12800,156SKQV006,SilverScreen Classics,103,1,103
12801,156SPWB536,LimeLight,141,1,141
12802,156SYAQ616,SilverScreen Classics,117,1,117
12803,156SYAQ616,TimeCapsule TV,11,0,11
12804,156TXLT458,DesignLab,134,1,134
12805,156TXLT458,LimeLight,47,1,112
12806,156TXLT458,TasteMakers,61,1,61
12807,156UFSF883,Adrenaline,56,0,56
12808,156UFSF883,DarkMatter,136,1,136
12809,156UFSF883,Pulse,107,2,126
12810,156VDUG877,Adrenaline,79,1,79
12811,156WDLJ499,DesignLab,129,0,129
12812,156WRUS491,LimeLight,136,1,136
12813,156XCTD065,Adrenaline,113,2,166
12814,156XZBG761,CineQuest,50,3,174
12815,156XZBG761,Pulse,36,2,95
12816,156YSME581,CineQuest,86,0,86
12817,156ZVRK566,Adrenaline,84,1,125
12818,156ZVRK566,DarkMatter,15,1,15
12819,157AMWK181,CineQuest,2,1,51
12820,157BIGS476,DesignLab,10,0,10
12821,157BPTK632,DarkMatter,180,0,180
12822,157BPTK632,Pulse,3,3,177
12823,157BPYB530,SilverScreen Classics,57,1,89
12824,157BQWW547,ChillStream,44,2,86
12825,157BRAX775,DesignLab,66,1,66
12826,157BRAX775,TasteMakers,128,1,128
12827,157CCEY294,DesignLab,46,0,46
12828,157CCEY294,PopCulture Now,71,0,71
12829,157CWKX889,DarkMatter,142,1,142
12830,157DGTC780,Pulse,27,1,27
12831,157DLJA828,DarkMatter,125,1,125
12832,157DWOA703,LimeLight,1,3,137
12833,157EUIN655,LimeLight,78,0,78
12834,157FFIJ633,Pulse,80,1,80
12835,157FPYP368,CineQuest,112,0,112
12836,157FPYP368,LimeLight,84,1,138
12837,157FZDF971,DesignLab,59,1,59
12838,157GFBA458,ChillStream,151,0,151
12839,157GFBA458,RetroReel,162,1,162
12840,157GGBG702,DarkMatter,120,1,120
12841,157GGPT027,RetroReel,131,0,131
12842,157GGPT027,TimeCapsule TV,21,1,21
12843,157ILGJ104,TasteMakers,114,1,114
12844,157JCQL952,RetroReel,33,1,33
12845,157JCQL952,TimeCapsule TV,105,1,105
12846,157JLDC540,RetroReel,63,0,63
12847,157JLDC540,TimeCapsule TV,103,0,103
12848,157JMEJ434,RetroReel,90,2,126
12849,157KFEA937,SilverScreen Classics,109,1,109
12850,157KGSE786,PopCulture Now,18,1,18
12851,157LAYR784,LimeLight,155,1,155
12852,157LZUX399,SilverScreen Classics,30,1,30
12853,157MBRL686,TimeCapsule TV,49,1,49
12854,157NFXQ432,DesignLab,160,0,160
12855,157NFXQ432,PopCulture Now,160,0,160
12856,157NJSJ894,RetroReel,55,1,55
12857,157NJSJ894,TimeCapsule TV,126,1,126
12858,157NRQL301,PopCulture Now,129,0,129
12859,157NUEC541,Adrenaline,6,1,153
12860,157NVDK263,CineQuest,15,1,109
12861,157OCLH555,DesignLab,159,1,159
12862,157OCLH555,LimeLight,62,1,69
12863,157OCLH555,PopCulture Now,161,1,161
12864,157OCLH555,TasteMakers,48,0,48
12865,157PBGF301,DesignLab,142,1,142
12866,157PBGF301,LimeLight,120,1,153
12867,157PBGF301,TasteMakers,123,1,123
12868,157QWSV735,Adrenaline,21,0,21
12869,157QWSV735,DarkMatter,44,2,102
12870,157RGTU639,PopCulture Now,161,0,161
12871,157RQVE461,Adrenaline,177,0,177
12872,157TBAH934,Adrenaline,22,1,22
12873,157TCZW142,SilverScreen Classics,145,1,145
12874,157TDPE637,SilverScreen Classics,139,1,139
12875,157TEOE709,LimeLight,100,1,100
12876,157TEOE709,PopCulture Now,34,1,34
12877,157TMVJ982,RetroReel,28,1,51
12878,157TMVJ982,SilverScreen Classics,128,1,128
12879,157TMVJ982,TimeCapsule TV,89,1,102
12880,157TUVD707,LimeLight,111,1,113
12881,157UBFG860,RetroReel,9,1,51
12882,157UDQV903,DarkMatter,24,1,111
12883,157UKLR702,DesignLab,177,1,177
12884,157UKLR702,LimeLight,12,1,107
12885,157UNYC892,TimeCapsule TV,143,0,143
12886,157UQFP574,Pulse,158,0,158
12887,157VBLS131,DesignLab,70,1,70
12888,157WBYJ805,Adrenaline,4,0,4
12889,157WYFG063,CineQuest,9,1,32
12890,157WYFG063,LimeLight,97,1,180
12891,157XBZA255,Pulse,70,1,107
12892,157YNTI713,LimeLight,34,1,99
12893,157YPJC497,ChillStream,69,1,69
12894,157YPJC497,LimeLight,110,1,112
12895,157YPJC497,PopCulture Now,161,1,161
12896,157YPJC497,TasteMakers,162,1,162
12897,157YRMT417,PopCulture Now,82,1,82
12898,157ZLYK426,Adrenaline,113,1,138
12899,157ZLYK426,Pulse,27,1,130
12900,157ZNRE057,PopCulture Now,22,1,22
12901,158ANJO649,ChillStream,105,1,105
12902,158BGYT191,LimeLight,12,1,138
12903,158DPXB927,LimeLight,20,0,20
12904,158DYRF138,Adrenaline,2,0,2
12905,158EUZX552,CineQuest,41,1,87
12906,158FGYS353,RetroReel,136,1,136
12907,158FGYS353,SilverScreen Classics,59,1,113
12908,158FGYS353,TimeCapsule TV,90,2,167
12909,158FWTD003,CineQuest,29,2,159
12910,158GEII552,Pulse,15,2,166
12911,158GGKR353,ChillStream,60,2,142
12912,158GGKR353,LimeLight,10,2,158
12913,158HDPN777,TasteMakers,48,0,48
12914,158HMOL874,DesignLab,0,1,109
12915,158HMOL874,PopCulture Now,16,1,16
12916,158HPSC739,DarkMatter,161,1,161
12917,158HVWT733,TimeCapsule TV,9,1,9
12918,158IDRV609,CineQuest,4,1,139
12919,158ILOG850,TimeCapsule TV,170,0,170
12920,158IXCX537,DesignLab,174,0,174
12921,158KBCW067,LimeLight,141,1,141
12922,158KKAY422,LimeLight,136,0,136
12923,158KKAY422,Pulse,50,1,69
12924,158KXOV005,CineQuest,53,2,112
12925,158LXRL377,ChillStream,93,2,126
12926,158MPWB778,CineQuest,142,0,142
12927,158MPWB778,LimeLight,162,0,162
12928,158NKTZ576,CineQuest,61,2,100
12929,158NKTZ576,LimeLight,114,1,114
12930,158NTEZ023,Adrenaline,105,1,107
12931,158NTEZ023,DarkMatter,162,1,162
12932,158OCRU230,PopCulture Now,79,0,79
12933,158OCRU230,TasteMakers,67,1,151
12934,158OEQV009,LimeLight,126,1,126
12935,158OHGV477,LimeLight,58,1,83
12936,158PAQR872,SilverScreen Classics,106,1,106
12937,158PAQR872,TimeCapsule TV,101,1,101
12938,158PEQH391,Adrenaline,79,0,79
12939,158QFRX474,LimeLight,139,1,139
12940,158QNUH185,Pulse,77,1,77
12941,158QNUH185,RetroReel,22,1,31
12942,158QPWD635,Adrenaline,42,1,42
12943,158QPWD635,DarkMatter,66,1,66
12944,158QQEO342,LimeLight,40,3,168
12945,158RFQC230,DarkMatter,137,1,137
12946,158RNFL177,DarkMatter,53,2,70
12947,158SVCI587,Adrenaline,129,0,129
12948,158SVCI587,Pulse,156,1,156
12949,158TBLI849,CineQuest,1,1,174
12950,158TOGT258,SilverScreen Classics,132,1,132
12951,158TOGT258,TimeCapsule TV,67,1,87
12952,158UXJO477,Pulse,44,1,44
12953,158VEDI655,SilverScreen Classics,19,2,173
12954,158VEDI655,TimeCapsule TV,52,1,52
12955,158VMNF134,DarkMatter,151,0,151
12956,158VNXQ734,Pulse,55,1,55
12957,158VSWP765,CineQuest,15,2,174
12958,158VSWP765,DesignLab,76,1,76
12959,158VSWP765,LimeLight,170,0,170
12960,158VSWP765,TasteMakers,7,1,7
12961,158WICY517,Adrenaline,161,1,161
12962,158XAEB554,SilverScreen Classics,22,0,22
12963,158XAEB554,TimeCapsule TV,118,1,118
12964,158XAKQ453,RetroReel,53,1,89
12965,158XDEO129,Adrenaline,88,1,88
12966,158XXHH436,CineQuest,97,1,136
12967,158XXHH436,LimeLight,125,0,125
12968,158YFQS794,Pulse,157,1,157
12969,158YRZP817,LimeLight,171,1,171
12970,158ZCBY434,CineQuest,49,1,133
12971,158ZDWD744,RetroReel,11,0,11
12972,158ZHVG401,Pulse,15,1,15
12973,158ZTJY390,PopCulture Now,91,0,91
12974,158ZTZJ541,RetroReel,176,1,176
12975,158ZTZJ541,TimeCapsule TV,149,0,149
12976,159AUIR376,ChillStream,13,0,13
12977,159AUIR376,Pulse,136,2,150
12978,159BBYB750,PopCulture Now,149,0,149
12979,159BNPO080,RetroReel,16,3,90
12980,159BWON027,LimeLight,81,1,81
12981,159CJIH781,SilverScreen Classics,51,1,171
12982,159CJWK258,Adrenaline,85,0,85
12983,159CYUK422,Adrenaline,34,2,158
12984,159CYUK422,DarkMatter,71,1,71
12985,159DMZV207,Pulse,63,1,146
12986,159DSAN498,SilverScreen Classics,60,1,60
12987,159EHGJ233,RetroReel,53,0,53
12988,159EKAT711,CineQuest,100,2,153
12989,159EKAT711,RetroReel,27,2,99
12990,159ETHX682,Adrenaline,58,0,58
12991,159ETHX682,DarkMatter,41,1,41
12992,159FFVQ100,Pulse,120,1,120
12993,159FOTO148,Pulse,51,1,51
12994,159IBTH865,TasteMakers,54,1,54
12995,159IVTO787,LimeLight,178,0,178
12996,159IVTO787,TasteMakers,154,1,154
12997,159JDHD475,RetroReel,12,1,12
12998,159LBBE619,TasteMakers,148,0,148
12999,159LDQL052,LimeLight,61,1,147
13000,159LDQL052,Pulse,68,1,126
13001,159LDQL052,RetroReel,158,1,158
13002,159LWSY698,DesignLab,77,1,77
13003,159LWSY698,TasteMakers,72,1,141
13004,159MBQB439,DesignLab,15,0,15
13005,159MDSJ216,RetroReel,154,1,170
13006,159MYRI639,LimeLight,150,1,150
13007,159NHXW768,LimeLight,161,1,161
13008,159NSBM082,RetroReel,22,2,134
13009,159NUGI894,SilverScreen Classics,33,1,33
13010,159OMCO345,LimeLight,172,0,172
13011,159ONKO327,DarkMatter,42,0,42
13012,159PIAR059,Adrenaline,99,1,99
13013,159PIAR059,Pulse,166,0,166
13014,159PQUZ647,LimeLight,110,0,110
13015,159QIRD264,ChillStream,19,1,177
13016,159RWSH308,DarkMatter,3,1,117
13017,159RXPR521,TasteMakers,63,1,128
13018,159SEAJ670,DesignLab,45,1,134
13019,159SEAJ670,PopCulture Now,35,0,35
13020,159SMPJ838,Adrenaline,30,0,30
13021,159TAKR953,LimeLight,73,1,108
13022,159TAKR953,PopCulture Now,147,0,147
13023,159TAKR953,TasteMakers,140,1,140
13024,159UAOM443,DesignLab,28,1,28
13025,159UAOM443,PopCulture Now,138,1,138
13026,159UETT956,Adrenaline,9,1,16
13027,159UETT956,DarkMatter,94,1,94
13028,159UQGH777,LimeLight,6,1,110
13029,159UQGH777,RetroReel,101,1,113
13030,159UZJG422,CineQuest,82,2,149
13031,159WZTN365,CineQuest,69,1,180
13032,159XALS651,DesignLab,124,1,124
13033,159XBNS967,DesignLab,154,0,154
13034,159XMFQ582,CineQuest,51,2,177
13035,159YFSM949,CineQuest,43,0,43
13036,159YOIR429,SilverScreen Classics,55,0,55
13037,159YTZQ915,DesignLab,46,0,46
13038,159ZOOB405,RetroReel,45,1,103
13039,159ZWWK338,DesignLab,166,1,166
13040,160ALXV820,PopCulture Now,56,1,56
13041,160ALXV820,TasteMakers,148,0,148
13042,160AMWZ042,Adrenaline,23,2,93
13043,160AONN503,SilverScreen Classics,146,1,146
13044,160AONN503,TimeCapsule TV,94,0,94
13045,160BGTW394,ChillStream,133,1,133
13046,160BIYZ647,DesignLab,169,1,169
13047,160BIYZ647,LimeLight,44,1,81
13048,160BNUN307,LimeLight,74,1,74
13049,160BQQG690,Adrenaline,34,1,152
13050,160BYLQ094,LimeLight,76,1,147
13051,160CSKG608,CineQuest,64,1,96
13052,160CSKG608,LimeLight,126,0,126
13053,160DEVK886,LimeLight,28,0,28
13054,160DPJW816,LimeLight,138,0,138
13055,160EFUK660,SilverScreen Classics,129,0,129
13056,160EFUK660,TimeCapsule TV,24,0,24
13057,160FUUF077,Pulse,87,1,87
13058,160FXVI527,DesignLab,142,1,142
13059,160GZKM155,Adrenaline,20,1,20
13060,160HENP655,RetroReel,129,1,129
13061,160HMFJ763,RetroReel,87,1,114
13062,160ILWG463,ChillStream,80,1,114
13063,160ILWG463,Pulse,4,2,116
13064,160IPOT224,PopCulture Now,64,1,128
13065,160JJZL512,DarkMatter,64,1,82
13066,160JJZL512,Pulse,14,1,167
13067,160KBIZ718,Pulse,40,2,52
13068,160KTVM794,PopCulture Now,26,0,26
13069,160KUEE035,DarkMatter,14,1,14
13070,160KUEE035,Pulse,92,1,92
13071,160KURV602,PopCulture Now,2,2,22
13072,160KYRL214,DesignLab,84,2,166
13073,160LBKS015,Adrenaline,52,0,52
13074,160LBKS015,DarkMatter,157,1,157
13075,160MEMN198,ChillStream,36,1,82
13076,160MEMN198,RetroReel,113,1,125
13077,160MGNX271,RetroReel,105,1,145
13078,160MOHU422,RetroReel,30,1,104
13079,160NWXQ746,LimeLight,130,1,130
13080,160PFQN803,DarkMatter,25,0,25
13081,160QGFO436,RetroReel,60,0,60
13082,160QJSE834,SilverScreen Classics,5,2,121
13083,160QJSE834,TimeCapsule TV,138,1,138
13084,160QLVF758,Pulse,97,1,97
13085,160QZEW167,TimeCapsule TV,127,0,127
13086,160RMJT907,DarkMatter,104,1,159
13087,160STZK009,DarkMatter,49,0,49
13088,160TDWN719,TimeCapsule TV,49,1,49
13089,160URSL637,TimeCapsule TV,100,0,100
13090,160VAUS487,TasteMakers,176,1,176
13091,160VLAA021,DesignLab,19,1,19
13092,160VLAA021,LimeLight,93,0,93
13093,160XCCE887,DarkMatter,9,0,9
13094,160XIER419,ChillStream,3,1,3
13095,160XIER419,LimeLight,9,1,90
13096,160YIKQ052,LimeLight,18,2,33
13097,160YIKQ052,TasteMakers,117,0,117
13098,160YPVN253,DarkMatter,83,1,153
13099,160YPVN253,Pulse,157,0,157
13100,160YTEH142,DesignLab,169,1,169
13101,160YTEH142,TasteMakers,38,1,38
13102,160YUNK430,RetroReel,3,2,80
13103,160ZCST785,PopCulture Now,69,0,69
13104,160ZGVE723,TasteMakers,167,1,167
13105,161AXHL914,TimeCapsule TV,18,2,163
13106,161BCAG155,CineQuest,44,1,125
13107,161BCKG785,RetroReel,54,2,162
13108,161BQQU997,TimeCapsule TV,20,1,20
13109,161BTNN566,RetroReel,13,1,13
13110,161CDYY876,SilverScreen Classics,59,1,135
13111,161CDYY876,TimeCapsule TV,110,0,110
13112,161CRJK268,Adrenaline,12,2,126
13113,161CRJK268,Pulse,176,1,176
13114,161CXKW645,SilverScreen Classics,132,1,132
13115,161DAIR014,CineQuest,49,1,49
13116,161DMHC309,ChillStream,13,1,13
13117,161DQBB189,ChillStream,97,1,97
13118,161DZQW180,SilverScreen Classics,104,1,145
13119,161DZQW180,TimeCapsule TV,47,1,51
13120,161ECHO494,PopCulture Now,29,0,29
13121,161EMWF622,Pulse,59,0,59
13122,161EUAM538,DesignLab,38,1,38
13123,161EUAM538,LimeLight,101,1,113
13124,161EUAM538,PopCulture Now,109,1,109
13125,161FCXL203,LimeLight,33,0,33
13126,161FKLJ424,CineQuest,133,1,133
13127,161GPPI377,CineQuest,161,1,170
13128,161HAIK886,CineQuest,43,1,83
13129,161HSCP808,RetroReel,106,1,154
13130,161IBLT839,Adrenaline,43,1,143
13131,161IQXK582,RetroReel,92,1,171
13132,161IRBM857,DarkMatter,21,1,134
13133,161IZPP780,CineQuest,55,1,58
13134,161JRSE679,SilverScreen Classics,2,0,2
13135,161JSYC301,Adrenaline,99,0,99
13136,161JSYC301,DarkMatter,33,1,163
13137,161JSYC301,Pulse,135,0,135
13138,161JVRQ220,PopCulture Now,66,1,66
13139,161JYKO303,ChillStream,121,1,121
13140,161KCMX414,SilverScreen Classics,34,0,34
13141,161KCMX414,TimeCapsule TV,84,1,84
13142,161KKFJ906,SilverScreen Classics,60,1,60
13143,161KKFJ906,TimeCapsule TV,59,1,175
13144,161KLXE967,LimeLight,134,1,134
13145,161KQIL139,LimeLight,80,2,175
13146,161KVMO775,TimeCapsule TV,134,1,134
13147,161MMTX110,RetroReel,112,1,112
13148,161MYOQ640,TimeCapsule TV,99,0,99
13149,161NBHO283,RetroReel,83,0,83
13150,161NOTW100,Pulse,5,1,45
13151,161NUQE138,LimeLight,7,1,128
13152,161OAUF249,Adrenaline,64,1,64
13153,161OOJT505,Pulse,26,1,163
13154,161OWAX341,CineQuest,130,0,130
13155,161PXQR236,Adrenaline,54,1,54
13156,161PXQR236,DarkMatter,115,1,115
13157,161QDMA386,LimeLight,42,1,42
13158,161QHFQ949,DarkMatter,143,0,143
13159,161QHFQ949,Pulse,84,0,84
13160,161QIGM920,Adrenaline,39,2,56
