,ID,BRAND,recency,frequency,tenure
0,000AHHU956,RetroReel,10,1,10
1,000AHHU956,SilverScreen Classics,170,0,170
2,000AHHU956,TimeCapsule TV,53,1,67
3,000AUEW012,Adrenaline,17,1,17
4,000AUEW012,DarkMatter,162,1,162
5,000BRHY264,CineQuest,6,0,6
6,000BRWF792,TimeCapsule TV,24,1,106
7,000BSTV267,SilverScreen Classics,176,1,176
8,000CLSM229,Adrenaline,1,0,1
9,000CLSM229,DarkMatter,127,1,127
10,000DJKK225,CineQuest,24,0,24
11,000DTPC747,LimeLight,68,1,68
12,000ELOE240,LimeLight,83,1,172
13,000ENIY291,LimeLight,127,1,127
14,000ENIY291,RetroReel,16,1,16
15,000ESDW551,RetroReel,48,0,48
16,000ESDW551,TimeCapsule TV,11,1,11
17,000EXRF680,TasteMakers,34,2,43
18,000FJHB065,RetroReel,44,2,174
19,000GTIY258,Pulse,156,0,156
20,000IYQE492,DarkMatter,9,1,9
21,000KEZL712,Adrenaline,143,1,143
22,000KGEM860,CineQuest,49,1,73
23,000KGEM860,RetroReel,74,2,156
24,000KGEM860,SilverScreen Classics,62,1,62
25,000KGEM860,TimeCapsule TV,61,1,61
26,000KXBG202,DesignLab,4,1,4
27,000KXBG202,TasteMakers,149,0,149
28,000LPBE125,PopCulture Now,80,2,168
29,000LZCB553,RetroReel,54,1,54
30,000NHUB915,Adrenaline,32,1,100
31,000NHUB915,DarkMatter,160,1,160
32,000NKPB626,ChillStream,111,1,111
33,000ORNZ823,CineQuest,39,1,39
34,000PGCL630,ChillStream,15,1,168
35,000PISH142,Adrenaline,150,0,150
36,000QEVH452,LimeLight,61,0,61
37,000RCRI318,RetroReel,134,0,134
38,000RJCH773,Adrenaline,179,1,179
39,000RKIJ792,Pulse,45,1,149
40,000SDWN043,PopCulture Now,8,1,8
41,000SDWN043,TasteMakers,178,1,178
42,000SJSR665,Pulse,156,1,156
43,000SKUY871,TasteMakers,97,1,97
44,000TFKR237,RetroReel,7,2,99
45,000TMFK922,CineQuest,10,2,151
46,000TMFK922,Pulse,30,1,35
47,000TOJT688,ChillStream,37,2,143
48,000TOJT688,LimeLight,71,1,157
49,000TOJT688,Pulse,135,1,179
50,000TQOV267,Adrenaline,128,1,128
51,000TQOV267,DarkMatter,77,1,77
52,000TXEC968,SilverScreen Classics,160,1,160
53,000UCAC008,CineQuest,48,1,158
54,000UDLC337,SilverScreen Classics,114,1,162
55,000UDLC337,TimeCapsule TV,76,0,76
56,000UPJQ162,RetroReel,57,1,57
57,000UPJQ162,SilverScreen Classics,20,1,20
58,000UPJQ162,TimeCapsule TV,41,1,41
59,000UQTO352,Pulse,42,0,42
60,000UQTO352,TasteMakers,10,1,30
61,000UTKY023,Pulse,23,0,23
62,000UTYS739,DesignLab,25,1,25
63,000UTYS739,PopCulture Now,140,0,140
64,000VITQ690,CineQuest,90,1,90
65,000VIUE148,SilverScreen Classics,29,1,163
66,000VJAK195,PopCulture Now,145,0,145
67,000VLET636,RetroReel,22,2,47
68,000WBBF932,SilverScreen Classics,95,1,95
69,000XDWZ723,SilverScreen Classics,12,0,12
70,000XOEM996,Adrenaline,122,1,122
71,000XORN373,ChillStream,37,0,37
72,000XYZK575,Adrenaline,18,1,18
73,000XYZK575,Pulse,140,1,140
74,000YBDY680,Pulse,129,0,129
75,000YDXA553,PopCulture Now,126,1,126
76,000YDXA553,TasteMakers,31,1,31
77,000YRER318,CineQuest,60,0,60
78,000YUBG396,RetroReel,20,1,20
79,000YUBG396,SilverScreen Classics,13,1,94
80,000YWTK044,Adrenaline,170,1,170
81,000YWTK044,DarkMatter,120,1,120
82,000YWTK044,Pulse,60,1,60
83,000YZXN802,Pulse,48,1,144
84,001AGEC536,PopCulture Now,36,1,36
85,001ARPK279,ChillStream,70,1,108
86,001AVSB880,LimeLight,120,0,120
87,001AZMW145,Adrenaline,83,0,83
88,001CKWS036,SilverScreen Classics,107,1,107
89,001DJNA725,LimeLight,0,1,0
90,001DLTR482,CineQuest,148,1,156
91,001ECYO338,SilverScreen Classics,165,0,165
92,001EWDI465,DarkMatter,170,1,178
93,001FSQJ082,ChillStream,134,1,134
94,001FYXD671,Adrenaline,95,1,95
95,001GBJC687,DesignLab,61,0,61
96,001GSRQ968,DarkMatter,21,1,21
97,001GUVF664,LimeLight,103,1,103
98,001GXQS975,SilverScreen Classics,119,1,119
99,001JDME989,LimeLight,151,0,151
100,001KIWF507,LimeLight,7,0,7
101,001KWDP964,SilverScreen Classics,48,1,166
102,001KWDP964,TimeCapsule TV,78,1,78
103,001LMOF553,PopCulture Now,8,1,168
104,001LPDP619,Pulse,176,1,176
105,001MJIH685,DarkMatter,86,1,86
106,001MJIH685,LimeLight,58,1,165
107,001MLRX788,DesignLab,113,1,113
108,001NKRX135,Pulse,36,2,130
109,001NSIA232,PopCulture Now,23,1,170
110,001NUQI691,ChillStream,30,1,110
111,001PCWY716,SilverScreen Classics,67,1,73
112,001PIBK965,CineQuest,43,1,48
113,001PIBK965,LimeLight,46,1,157
114,001PKYB529,LimeLight,110,1,110
115,001PTKT397,SilverScreen Classics,38,1,123
116,001QALY142,DarkMatter,144,0,144
117,001QCCI402,PopCulture Now,34,0,34
118,001RBOC950,LimeLight,110,1,166
119,001RMEG541,DesignLab,13,1,13
120,001RMEG541,PopCulture Now,125,0,125
121,001SIVU071,ChillStream,39,1,39
122,001SIVU071,LimeLight,96,1,128
123,001SIVU071,PopCulture Now,41,1,140
124,001SIVU071,Pulse,40,1,55
125,001TAJZ842,SilverScreen Classics,72,0,72
126,001TAJZ842,TimeCapsule TV,107,1,107
127,001TSFN526,SilverScreen Classics,20,2,56
128,001TSFN526,TimeCapsule TV,176,1,176
129,001TTLN903,CineQuest,78,0,78
130,001TTLN903,LimeLight,84,1,108
131,001TTLN903,Pulse,4,1,117
132,001UAHA863,CineQuest,112,1,142
133,001UAHA863,Pulse,59,1,59
134,001UDSL771,CineQuest,127,1,128
135,001UFAQ102,CineQuest,136,1,136
136,001UYPW434,DesignLab,159,1,159
137,001UYQB422,LimeLight,44,1,152
138,001UZAD800,DesignLab,163,1,163
139,001VLBV485,CineQuest,119,0,119
140,001WKVX393,LimeLight,137,1,175
141,001WKVX393,PopCulture Now,49,1,49
142,001WOTZ983,Adrenaline,13,1,13
143,001WOTZ983,DarkMatter,136,1,136
144,001WOTZ983,Pulse,150,1,150
145,001XDRM026,DesignLab,72,0,72
146,001XDRM026,PopCulture Now,57,1,57
147,001XDRM026,TasteMakers,54,1,54
148,001XMGM166,TasteMakers,56,1,56
149,001XPYF468,Pulse,106,1,106
150,001YPUL192,ChillStream,84,0,84
151,002ACTU634,DesignLab,53,1,53
152,002ACTU634,PopCulture Now,114,1,114
153,002ANIL633,Pulse,152,0,152
154,002AOWO547,LimeLight,15,1,15
155,002ARCP357,ChillStream,122,1,122
156,002BKVK889,ChillStream,43,1,43
157,002BKVK889,RetroReel,4,1,4
158,002BZGD044,CineQuest,145,0,145
159,002CLVN617,TimeCapsule TV,47,1,47
160,002CNQR282,LimeLight,94,0,94
161,002CREJ862,DarkMatter,128,1,128
162,002CUYF788,LimeLight,129,0,129
163,002CUYF788,TasteMakers,14,0,14
164,002CWHM422,TimeCapsule TV,26,1,26
165,002CXBG255,CineQuest,14,1,14
166,002DRTA992,SilverScreen Classics,114,1,114
167,002EAAX725,CineQuest,48,1,167
168,002EDPQ098,PopCulture Now,26,0,26
169,002EXCW867,LimeLight,11,2,179
170,002EXCW867,RetroReel,171,0,171
171,002EXCW867,TasteMakers,21,1,21
172,002FCKO341,RetroReel,101,2,159
173,002FCSW192,SilverScreen Classics,92,1,92
174,002FIHW100,CineQuest,25,0,25
175,002FIHW100,LimeLight,10,1,160
176,002FMLQ798,Adrenaline,49,1,49
177,002FMLQ798,DarkMatter,57,1,57
178,002FMLQ798,Pulse,108,0,108
179,002GWWN777,DarkMatter,68,1,68
180,002HQAR745,SilverScreen Classics,11,1,11
181,002HTBP303,CineQuest,4,1,148
182,002IWPX234,CineQuest,42,1,42
183,002JRGQ140,DesignLab,149,1,149
184,002JRGQ140,TasteMakers,87,0,87
185,002JYSZ401,LimeLight,124,1,176
186,002KBTX257,ChillStream,30,1,111
187,002KDWJ981,ChillStream,41,1,134
188,002KGKA332,CineQuest,7,3,132
189,002KPEI614,LimeLight,91,1,170
190,002KWLS564,PopCulture Now,94,1,144
191,002MNJR178,DesignLab,54,1,54
192,002MNJR178,TasteMakers,34,1,34
193,002MYOP233,LimeLight,157,1,157
194,002MYOP233,SilverScreen Classics,129,0,129
195,002NKQR179,DesignLab,17,0,17
196,002NLTJ592,DarkMatter,43,0,43
197,002NLTJ592,Pulse,7,2,27
198,002NWGK515,Adrenaline,39,1,39
199,002NWGK515,LimeLight,123,0,123
200,002NYZB724,Pulse,80,1,80
201,002NYZB724,RetroReel,44,0,44
202,002OADV079,ChillStream,89,1,180
203,002ODJA245,Pulse,17,1,57
204,002OFHC379,Adrenaline,51,1,51
205,002OFHC379,CineQuest,18,0,18
206,002OFHC379,Pulse,139,1,139
207,002OHHT519,LimeLight,37,0,37
208,002OHHT519,Pulse,65,1,65
209,002PXRI930,LimeLight,88,1,88
210,002QGCH747,TimeCapsule TV,1,1,60
211,002QROR117,LimeLight,114,0,114
212,002RFCE675,Pulse,169,1,169
213,002RIEU470,LimeLight,144,1,144
214,002RKAR661,ChillStream,11,3,120
215,002RKAR661,RetroReel,32,1,66
216,002RWXN391,CineQuest,26,2,62
217,002SHRF981,SilverScreen Classics,56,1,129
218,002SOIZ089,ChillStream,174,1,174
219,002TBKW803,SilverScreen Classics,80,0,80
220,002TRCU179,RetroReel,167,1,167
221,002TXJY319,PopCulture Now,73,1,73
222,002UKOK876,DesignLab,179,1,179
223,002UKOK876,TasteMakers,31,1,37
224,002UQOE027,RetroReel,8,0,8
225,002UQOE027,SilverScreen Classics,46,1,46
226,002UQOE027,TimeCapsule TV,146,0,146
227,002VKQJ659,Pulse,71,0,71
228,002WGSA012,CineQuest,171,1,171
229,002WKIG010,Adrenaline,84,1,84
230,002WKIG010,DarkMatter,120,1,120
231,002WLPQ611,DesignLab,161,1,161
232,002WNLG010,Adrenaline,111,1,111
233,002WNLG010,DarkMatter,116,0,116
234,002XLWQ630,ChillStream,61,1,76
235,002XTPV503,SilverScreen Classics,85,1,85
236,002XTPV503,TimeCapsule TV,64,1,64
237,002YODI313,Adrenaline,118,0,118
238,002ZKYK263,TimeCapsule TV,17,0,17
239,002ZNJT185,TimeCapsule TV,138,0,138
240,002ZPKN335,Adrenaline,8,1,8
241,002ZPKN335,DarkMatter,26,1,26
242,002ZPKN335,Pulse,19,2,121
243,003AFDK971,CineQuest,128,0,128
244,003AJJI309,SilverScreen Classics,82,1,82
245,003AJJI309,TimeCapsule TV,91,2,113
246,003ALLO210,DesignLab,132,0,132
247,003ANID263,LimeLight,55,1,110
248,003ANID263,TasteMakers,0,0,0
249,003AQQC679,DesignLab,125,1,180
250,003COYC100,SilverScreen Classics,73,3,126
251,003DAQK199,ChillStream,58,1,72
252,003DBDL658,SilverScreen Classics,17,1,95
253,003DBDL658,TimeCapsule TV,143,0,143
254,003DMMB179,DesignLab,2,0,2
255,003DMMB179,TasteMakers,110,1,110
256,003FHPQ342,CineQuest,128,0,128
257,003FIZU237,CineQuest,76,0,76
258,003FUBX383,SilverScreen Classics,20,1,92
259,003GPNN238,LimeLight,8,1,8
260,003GSDG261,TimeCapsule TV,25,1,168
261,003GUXZ650,DesignLab,155,1,155
262,003GXGQ842,TasteMakers,56,2,131
263,003HEVO831,PopCulture Now,33,0,33
264,003HHJL570,Pulse,35,1,50
265,003HLEM814,CineQuest,13,2,65
266,003ISHD993,ChillStream,80,0,80
267,003JAGQ788,Adrenaline,14,1,40
268,003JAJC959,LimeLight,127,0,127
269,003JAJC959,TasteMakers,145,1,145
270,003JULQ288,DarkMatter,66,1,95
271,003JXTS440,LimeLight,171,1,171
272,003KEHO902,Adrenaline,109,1,109
273,003KGDD155,LimeLight,1,2,107
274,003KGDD155,PopCulture Now,154,1,154
275,003KHGQ561,SilverScreen Classics,55,0,55
276,003KHGQ561,TimeCapsule TV,129,1,129
277,003KJTM677,SilverScreen Classics,38,1,38
278,003KJTM677,TimeCapsule TV,162,1,162
279,003LTEX955,DesignLab,4,1,4
280,003LTEX955,LimeLight,129,0,129
281,003LTEX955,PopCulture Now,55,1,55
282,003LTEX955,TasteMakers,127,1,127
283,003MXRS666,Adrenaline,174,1,174
284,003MXRS666,DarkMatter,100,1,161
285,003NBZB582,Pulse,121,0,121
286,003NEVO473,SilverScreen Classics,56,1,150
287,003NRLM550,RetroReel,73,2,115
288,003ONER290,CineQuest,59,1,150
289,003PEJL373,Adrenaline,156,1,156
290,003QBZR239,SilverScreen Classics,113,1,113
291,003QYGK056,ChillStream,59,2,119
292,003QYGK056,LimeLight,21,1,21
293,003QYJF278,TasteMakers,51,1,116
294,003QZTI046,CineQuest,97,1,97
295,003RAYN786,SilverScreen Classics,67,1,67
296,003RAYN786,TimeCapsule TV,84,0,84
297,003RRJS204,SilverScreen Classics,146,1,146
298,003RVLH233,SilverScreen Classics,177,1,177
299,003SUPC452,RetroReel,11,1,99
300,003TCEP184,CineQuest,6,0,6
301,003TEQR186,CineQuest,23,1,111
302,003TEQR186,LimeLight,7,2,156
303,003UAGP548,DarkMatter,46,1,127
304,003UKIB964,RetroReel,28,2,141
305,003UYFP763,RetroReel,177,1,177
306,003VDDJ532,ChillStream,26,1,176
307,003WCZV661,PopCulture Now,96,0,96
308,003WHEB120,CineQuest,125,0,125
309,003WNAG684,ChillStream,37,1,37
310,003WSHV251,ChillStream,23,2,86
311,003XTUL243,Pulse,94,2,146
312,003YSBB484,Adrenaline,131,1,131
313,003YSBB484,DarkMatter,130,0,130
314,003YXVZ587,SilverScreen Classics,74,1,74
315,003YZJM392,LimeLight,39,1,39
316,003YZJM392,RetroReel,124,1,124
317,003ZHRQ771,LimeLight,49,0,49
318,003ZHRQ771,PopCulture Now,27,2,177
319,003ZHRQ771,TasteMakers,83,0,83
320,003ZNZQ765,DesignLab,71,0,71
321,003ZPOP875,DesignLab,13,1,157
322,003ZPOP875,PopCulture Now,156,0,156
323,003ZPOP875,TasteMakers,100,0,100
324,003ZUGW210,RetroReel,119,1,179
325,003ZUGW210,TimeCapsule TV,123,1,123
326,003ZURQ459,RetroReel,111,0,111
327,003ZZGJ163,Adrenaline,150,1,150
328,003ZZGJ163,ChillStream,120,1,120
329,004AKNN688,ChillStream,154,1,156
330,004AMJN950,LimeLight,140,0,140
331,004AXNW235,CineQuest,6,1,6
332,004BELU613,ChillStream,47,0,47
333,004DCYD190,RetroReel,87,1,163
334,004EFKZ926,Pulse,52,0,52
335,004EPOB480,RetroReel,37,2,169
336,004ERWY396,CineQuest,162,0,162
337,004EVVU956,SilverScreen Classics,43,1,43
338,004FEAY896,SilverScreen Classics,44,1,54
339,004FEAY896,TimeCapsule TV,83,1,142
340,004GNEP305,TasteMakers,18,1,18
341,004GNHV340,ChillStream,2,1,127
342,004HCBW603,DarkMatter,6,0,6
343,004ICTT264,DesignLab,80,1,80
344,004IGAN061,DarkMatter,125,1,145
345,004JATO962,RetroReel,84,1,156
346,004JKTR944,RetroReel,97,0,97
347,004JLID648,DarkMatter,88,1,88
348,004JNYB810,Pulse,41,1,90
349,004JOGR219,Adrenaline,103,1,177
350,004JQHL248,RetroReel,178,1,178
351,004JSOC114,TimeCapsule TV,52,1,60
352,004JVWK677,LimeLight,23,0,23
353,004KBHP461,DesignLab,165,0,165
354,004KIKD017,DesignLab,77,0,77
355,004KOSU666,Adrenaline,0,1,159
356,004KQJC323,LimeLight,147,0,147
357,004KXZQ857,RetroReel,1,1,1
358,004LDOW280,Adrenaline,75,0,75
359,004MEHA407,DarkMatter,130,0,130
360,004MHUO064,DarkMatter,101,1,101
361,004MHUO064,Pulse,114,1,114
362,004MTZV947,CineQuest,43,1,61
363,004NNGI157,RetroReel,137,2,176
364,004OXSR231,DesignLab,126,1,126
365,004PAMY118,LimeLight,103,3,173
366,004PIJG717,DesignLab,25,0,25
367,004PIJG717,PopCulture Now,24,1,24
368,004PKHX818,DesignLab,1,0,1
369,004PMLD524,LimeLight,115,0,115
370,004PNMJ902,CineQuest,75,1,75
371,004POHC309,LimeLight,133,1,133
372,004QHPK778,ChillStream,66,2,120
373,004QIOK665,RetroReel,147,1,147
374,004QIOK665,SilverScreen Classics,55,1,55
375,004QKDC600,RetroReel,73,1,171
376,004QPCZ325,Pulse,158,0,158
377,004QSEY863,DesignLab,15,0,15
378,004QSEY863,TasteMakers,33,1,115
379,004QZPU504,RetroReel,79,1,159
380,004RNEC476,ChillStream,59,2,151
381,004RNEC476,LimeLight,112,1,112
382,004SZWZ820,Pulse,133,1,133
383,004UOHX798,DesignLab,55,0,134
384,004UOHX798,LimeLight,66,1,66
385,004VACU875,Pulse,78,2,135
386,004WBSE248,ChillStream,97,0,97
387,004WBSE248,CineQuest,112,1,169
388,004WDNE622,Pulse,104,1,121
389,004WENA386,Pulse,140,2,177
390,004WPRH738,ChillStream,136,1,136
391,004WSAQ537,ChillStream,79,1,163
392,004XLSY951,ChillStream,111,2,160
393,004XMMN681,LimeLight,68,1,68
394,004XMMN681,TasteMakers,28,0,28
395,004XNMR137,RetroReel,15,1,47
396,004XVQK228,CineQuest,20,1,126
397,004YKQT756,PopCulture Now,179,1,179
398,004YUWD671,PopCulture Now,52,1,52
399,004ZETP103,RetroReel,95,1,95
400,004ZVVX124,CineQuest,76,1,140
401,004ZXAB891,Pulse,33,1,33
402,005AJTJ963,CineQuest,17,3,144
403,005AJTJ963,Pulse,164,1,164
404,005APHH960,LimeLight,19,0,19
405,005APHH960,Pulse,140,1,179
406,005AVDY361,ChillStream,39,1,39
407,005BMTN389,DarkMatter,104,1,104
408,005BPXX828,DesignLab,170,0,170
409,005BPXX828,PopCulture Now,67,1,67
410,005BQPE228,PopCulture Now,4,1,4
411,005CBWF649,Pulse,10,0,10
412,005CKJF445,LimeLight,20,1,46
413,005CLAH698,RetroReel,125,1,125
414,005CLOA577,RetroReel,41,1,41
415,005CRSD874,CineQuest,47,0,47
416,005CRSD874,LimeLight,64,3,179
417,005CRSD874,Pulse,176,0,176
418,005CVHE823,CineQuest,168,2,168
419,005CVMO725,LimeLight,49,0,49
420,005CVMO725,PopCulture Now,19,0,19
421,005CVMO725,TasteMakers,102,1,113
422,005DDBA557,Adrenaline,73,1,154
423,005DEST751,ChillStream,20,1,48
424,005DEST751,CineQuest,42,1,42
425,005DTWK409,RetroReel,20,0,20
426,005DTWK409,SilverScreen Classics,69,1,109
427,005DXPN822,TasteMakers,38,1,38
428,005EBDP360,DesignLab,172,1,172
429,005EBDP360,TasteMakers,178,0,178
430,005EBJD636,Pulse,96,1,112
431,005EDVN799,RetroReel,138,1,138
432,005EFFS602,DesignLab,65,0,65
433,005EFFS602,PopCulture Now,155,0,155
434,005EFFS602,TasteMakers,150,1,150
435,005EQLX678,RetroReel,29,2,155
436,005EQLX678,SilverScreen Classics,135,1,174
437,005FCAK078,TasteMakers,15,0,15
438,005FXWL713,CineQuest,38,1,39
439,005GGVY869,Adrenaline,75,2,125
440,005GGVY869,DarkMatter,67,0,67
441,005HBTR020,Adrenaline,163,0,163
442,005HBTR020,DarkMatter,23,1,162
443,005IHCJ605,DarkMatter,81,1,81
444,005IKHP676,CineQuest,35,1,35
445,005IMTH354,Adrenaline,158,1,158
446,005IMTH354,DarkMatter,68,1,68
447,005ITHJ033,LimeLight,47,1,56
448,005ITHJ033,RetroReel,5,1,5
449,005IZSJ697,LimeLight,1,1,47
450,005IZSJ697,PopCulture Now,94,1,94
451,005JXNC020,Adrenaline,77,1,102
452,005JXNC020,DarkMatter,99,1,99
453,005KBBG172,Adrenaline,96,1,96
454,005KBBG172,DarkMatter,37,2,142
455,005KLHD033,ChillStream,43,0,43
456,005KLHD033,LimeLight,45,1,45
457,005KLHD033,PopCulture Now,177,1,177
458,005KMLV801,RetroReel,78,0,78
459,005KTXD460,DarkMatter,112,1,112
460,005LAEH753,DesignLab,3,1,3
461,005LAEH753,TasteMakers,158,0,158
462,005LMLD320,LimeLight,121,1,121
463,005LSXM646,SilverScreen Classics,110,1,110
464,005LWLN963,DarkMatter,87,1,87
465,005MQUE518,SilverScreen Classics,38,2,131
466,005MQWT219,LimeLight,86,0,86
467,005MVVN443,Pulse,109,0,109
468,005MVVN443,RetroReel,127,0,127
469,005MYQA198,SilverScreen Classics,26,1,26
470,005MYQA198,TimeCapsule TV,153,1,153
471,005NCAU556,SilverScreen Classics,125,1,125
472,005NNEI219,CineQuest,60,0,60
473,005NTLW643,CineQuest,143,1,143
474,005OXQY492,Pulse,145,0,145
475,005OYGH603,DarkMatter,2,2,123
476,005PPGE974,Adrenaline,56,1,56
477,005PPGE974,DarkMatter,166,0,166
478,005PSDD172,ChillStream,47,1,177
479,005PSDD172,RetroReel,127,1,159
480,005PTBD329,RetroReel,29,3,106
481,005PUYF561,LimeLight,71,1,136
482,005PUYF561,PopCulture Now,16,1,16
483,005PXZW655,LimeLight,72,3,134
484,005PXZW655,Pulse,11,1,64
485,005QIBK768,Adrenaline,175,0,175
486,005QIBK768,Pulse,47,2,146
487,005QQZW728,SilverScreen Classics,114,1,114
488,005QWTZ542,LimeLight,148,1,176
489,005RCWZ068,CineQuest,75,1,75
490,005RHPU904,SilverScreen Classics,72,1,92
491,005RVSJ622,RetroReel,155,1,155
492,005RVSJ622,SilverScreen Classics,24,1,168
493,005SNFH303,RetroReel,47,1,47
494,005SNRK771,TimeCapsule TV,53,0,53
495,005TBNY053,Pulse,5,1,171
496,005TCXI940,CineQuest,69,0,69
497,005TLRF516,ChillStream,19,1,167
498,005TLRF516,Pulse,46,1,176
499,005TXTH594,LimeLight,115,1,115
500,005TXYE318,SilverScreen Classics,155,0,155
501,005TXYE318,TimeCapsule TV,7,0,7
502,005UNBK676,RetroReel,38,1,121
503,005UXRN097,ChillStream,120,1,120
504,005UYEU370,CineQuest,42,1,42
505,005VGTN387,SilverScreen Classics,33,0,33
506,005VVQW575,Adrenaline,127,1,127
507,005XEKQ796,CineQuest,166,1,166
508,005YOXX437,ChillStream,103,1,103
509,005YPOG658,Pulse,44,1,171
510,005ZHSW573,CineQuest,21,1,156
511,005ZXTJ068,TasteMakers,69,0,69
512,006AMSH165,TimeCapsule TV,177,1,177
513,006ATOO421,DesignLab,159,1,159
514,006BIGJ762,LimeLight,166,1,166
515,006BIGJ762,PopCulture Now,109,1,156
516,006BIGJ762,RetroReel,15,1,15
517,006CDCA950,SilverScreen Classics,113,0,113
518,006CKTI716,SilverScreen Classics,158,0,158
519,006CKTI716,TimeCapsule TV,10,1,10
520,006CNBH288,RetroReel,82,1,101
521,006COXT561,RetroReel,156,0,156
522,006CSAF205,LimeLight,29,0,29
523,006DYJP348,Pulse,74,0,74
524,006EEJB529,Adrenaline,50,1,122
525,006EEJB529,DarkMatter,100,0,100
526,006EFVW924,CineQuest,14,1,91
527,006ERVE215,Adrenaline,7,1,7
528,006EYGZ181,SilverScreen Classics,104,1,104
529,006EYGZ181,TimeCapsule TV,20,1,20
530,006GLHC147,DesignLab,146,1,146
531,006GLHC147,TasteMakers,136,1,136
532,006GNTK163,LimeLight,30,0,30
533,006HMTH172,TimeCapsule TV,152,0,152
534,006IAWW295,TimeCapsule TV,45,1,45
535,006IQHP345,Adrenaline,70,0,70
536,006IQHP345,DarkMatter,26,0,26
537,006KAHH236,Pulse,36,1,131
538,006KIJK557,SilverScreen Classics,163,1,163
539,006KUQM142,CineQuest,8,1,8
540,006LDIE306,SilverScreen Classics,164,0,164
541,006LUUT405,ChillStream,60,0,60
542,006LUUT405,Pulse,30,2,160
543,006LZLE549,Pulse,62,1,62
544,006MHQU901,Pulse,23,1,80
545,006MLUZ304,DarkMatter,93,1,93
546,006MLUZ304,LimeLight,22,1,22
547,006MQRE179,DesignLab,27,1,27
548,006MQRE179,PopCulture Now,28,0,28
549,006MUWT676,PopCulture Now,154,1,166
550,006OHPS296,DarkMatter,29,2,157
551,006PSQB626,DesignLab,134,0,134
552,006RHZT505,LimeLight,5,2,39
553,006RHZT505,RetroReel,26,0,26
554,006RQGJ466,TimeCapsule TV,131,1,131
555,006RWGY195,ChillStream,2,2,169
556,006RZKK033,CineQuest,50,1,50
557,006SFVP110,SilverScreen Classics,152,1,152
558,006TTDK719,RetroReel,161,1,164
559,006TTDK719,SilverScreen Classics,12,1,12
560,006VAPC920,Pulse,71,0,71
561,006VGEC510,TasteMakers,73,0,73
562,006WDBZ552,RetroReel,136,0,136
563,006WDBZ552,SilverScreen Classics,61,0,61
564,006WDBZ552,TimeCapsule TV,164,0,164
565,006WTSZ851,LimeLight,28,1,28
566,006YBEU125,RetroReel,39,1,39
567,006YBEU125,SilverScreen Classics,91,0,91
568,006YCZR607,SilverScreen Classics,117,2,168
569,006YCZR607,TimeCapsule TV,102,1,102
570,006ZEHK792,Pulse,91,0,91
571,006ZZAD209,Adrenaline,135,0,135
572,006ZZHL980,PopCulture Now,76,0,76
573,007AKMO545,Adrenaline,86,1,86
574,007AQLR675,DesignLab,114,0,114
575,007AQLR675,TasteMakers,91,0,91
576,007CRIB610,RetroReel,89,1,94
577,007CRIB610,TimeCapsule TV,33,0,33
578,007CUEM804,TimeCapsule TV,63,1,63
579,007DOGV973,ChillStream,11,1,86
580,007DQLA070,LimeLight,33,1,33
581,007DSJL773,CineQuest,22,2,147
582,007EBFN621,CineQuest,77,2,162
583,007EBFN621,SilverScreen Classics,111,1,111
584,007EOWB005,TimeCapsule TV,118,1,118
585,007FENN617,ChillStream,78,1,131
586,007FSOM765,DesignLab,131,1,131
587,007FSOM765,PopCulture Now,125,1,160
588,007GBFA681,Adrenaline,74,1,118
589,007GCJV175,DesignLab,81,1,81
590,007GCJV175,LimeLight,124,1,124
591,007GCJV175,TasteMakers,71,1,71
592,007GEZT506,DarkMatter,47,1,47
593,007GRXH229,RetroReel,167,1,167
594,007GRXH229,TimeCapsule TV,16,2,148
595,007HEEG878,RetroReel,57,1,57
596,007HEYK079,ChillStream,81,1,81
597,007HNUM396,LimeLight,37,0,37
598,007IAJO670,LimeLight,46,1,46
599,007IHFX797,PopCulture Now,44,0,44
600,007IHUT323,CineQuest,16,1,24
601,007IONX010,Pulse,0,2,128
602,007JBHX382,TimeCapsule TV,36,1,116
603,007JGNE522,RetroReel,119,1,119
604,007JGRB024,LimeLight,4,1,122
605,007JGRB024,PopCulture Now,131,1,131
606,007JGRB024,TasteMakers,74,1,74
607,007JJBM916,ChillStream,11,1,11
608,007JNVU184,CineQuest,116,2,144
609,007JWJI039,DarkMatter,115,1,136
610,007JYRX276,LimeLight,156,0,156
611,007JYRX276,RetroReel,46,1,146
612,007KFTT629,ChillStream,80,1,80
613,007KKDK207,DesignLab,103,1,103
614,007KKDK207,TasteMakers,31,1,31
615,007KQPQ288,SilverScreen Classics,83,2,170
616,007KQPQ288,TimeCapsule TV,13,1,13
617,007KYTZ045,LimeLight,65,0,65
618,007LVTU395,PopCulture Now,168,1,168
619,007MHMM928,CineQuest,15,0,15
620,007NELM107,LimeLight,156,1,156
621,007NXHJ265,TimeCapsule TV,117,0,117
622,007OCVT539,RetroReel,50,1,120
623,007ODOF136,ChillStream,94,2,156
624,007OIWS444,SilverScreen Classics,18,0,18
625,007OPXN342,TimeCapsule TV,60,1,60
626,007POIQ520,PopCulture Now,177,1,177
627,007PYBZ357,DesignLab,1,1,1
628,007QEIL853,Pulse,60,0,60
629,007QFVA399,LimeLight,98,0,98
630,007QPBG581,ChillStream,89,0,89
631,007QSGD032,RetroReel,179,1,179
632,007QSGD032,SilverScreen Classics,35,1,49
